Movie_name,Release_Date,tconst,nconst,Director_name,capped_profit,Successful,num_movies,Director_age
The Kiss Before the Mirror,1933,tt0024222,nm0001843,James Whale,0.0,4.6,24,44
Song of the Thin Man,1947,tt0039853,nm0125636,Edward Buzzell,0.0,4.6,39,52
Murderous Maids,2000,tt0216578,nm0219156,Jean-Pierre Denis,0.0,4.6,7,54
Gupt: The Hidden Truth,1997,tt0119239,nm0706800,Rajiv Rai,0.0,4.7,8,42
So Little Time,1952,tt0045163,nm0071682,Compton Bennett,0.0,4.6,22,52
Mr. Jones,1993,tt0107611,nm0001214,Mike Figgis,11609286.614221303,4.6,41,45
Assault on Precinct 13,2005,tt0398712,nm0724938,Jean-François Richet,6418054.358002988,4.6,11,39
Anukokunda Oka Roju,2005,tt0473604,nm1923369,Chandra Sekhar Yeleti,0.0,4.9,8,32
The Wild One,1953,tt0047677,nm0070670,Laslo Benedek,0.0,4.6,85,48
Saigon Eclipse,2007,tt0485146,nm0451283,Othello Khanh,0.0,4.4,2,43
Idiot's Delight,1939,tt0031473,nm0113284,Clarence Brown,11609286.614221303,4.8,52,49
Team Picture,2007,tt1160026,nm2310589,Kentucker Audley,0.0,4.3,10,26
Gulabi,1996,tt0279843,nm0885537,Krishna Vamsi,0.0,4.7,23,34
Summer Snow,1995,tt0111767,nm0401176,Ann Hui,0.0,4.8,34,48
Freaks,1932,tt0022913,nm0115218,Tod Browning,-5390243.8988271225,4.7,62,52
Fools Rush In,1997,tt0119141,nm0855035,Andy Tennant,11609286.614221303,4.7,49,42
Reservoir Dogs,1992,tt0105236,nm0000233,Quentin Tarantino,11609286.614221303,5.1,19,29
A Snake of June,2002,tt0330904,nm0875354,Shin'ya Tsukamoto,0.0,4.6,29,42
Iluminados Por El Fuego,2005,tt0288569,nm0061944,Tristán Bauer,0.0,4.6,11,46
Fear City,1984,tt0087247,nm0001206,Abel Ferrara,0.0,4.4,43,33
Mr. Moto's Gamble,1938,tt0030470,nm0864006,James Tinling,0.0,4.6,86,40
Kya Kehna,2000,tt0250483,nm0787453,Kundan Shah,0.0,4.4,39,53
The Hurricane,1999,tt0174856,nm0422484,Norman Jewison,11609286.614221303,5.0,47,73
La Balance,1982,tt0083611,nm0841456,Bob Swaim,0.0,4.6,15,39
"Learn How to Read and Write, Son",1981,tt0164094,nm0544836,Thodoros Maragos,0.0,4.9,30,37
Fort Saganne,1984,tt0087284,nm0006734,Alain Corneau,-13673194.288464624,4.3,17,41
Bloodline,1979,tt0078879,nm0950109,Terence Young,11609286.614221303,4.3,35,64
Takkar,1995,tt0135666,nm0710043,Bharat Rangachary,0.0,4.2,9,42
Violent Playground,1958,tt0052367,nm0213136,Basil Dearden,0.0,4.6,52,47
Marie Antoinette,1938,tt0030418,nm0886754,W.S. Van Dyke,0.0,4.7,80,49
Enduring Love,2004,tt0375735,nm0585011,Roger Michell,0.0,4.5,34,48
Stolen Kisses,1968,tt0062695,nm0000076,François Truffaut,-2382108.049832295,4.7,25,36
My Son the Fanatic,1997,tt0119743,nm0006841,Udayan Prasad,0.0,4.6,40,44
Blow,2001,tt0221027,nm0001130,Ted Demme,11609286.614221303,5.0,16,38
Adam's Apples,2005,tt0418455,nm0421314,Anders Thomas Jensen,-4485208.36355878,4.7,9,33
The Stoning of Soraya M.,2008,tt1277737,nm0637493,Cyrus Nowrasteh,699585.1840875047,4.9,9,52
Ustad Hotel,2012,tt2218988,nm2057169,Anwar Rasheed,0.0,4.9,6,36
The Unborn,2009,tt1139668,nm0275286,David S. Goyer,11609286.614221303,4.4,15,44
The Cutting Edge,1992,tt0104040,nm0001274,Paul Michael Glaser,11609286.614221303,4.8,37,49
Upside Down,2012,tt1374992,nm0812626,Juan Solanas,-55742801.44764288,3.5,5,46
Judgment,2001,tt0257408,nm0887055,André van Heerden,-4010966.6792168664,4.1,15,30
The Rules of Attraction,2002,tt0292644,nm0000812,Roger Avary,10291023.492933055,4.8,13,37
"To Sir, with Love",1967,tt0062376,nm0165412,James Clavell,-4541927.954034474,4.7,19,46
The Unidentified,2008,tt1055368,nm1824755,Kevan Tucker,0.0,4.6,7,26
Within the Whirlwind,2009,tt1142804,nm0331296,Marleen Gorris,0.0,4.6,21,61
Life as We Know It,2010,tt1055292,nm0075528,Greg Berlanti,11609286.614221303,4.8,11,38
The Great Moment,1944,tt0036880,nm0002545,Preston Sturges,0.0,4.5,13,46
The Living Daylights,1987,tt0093428,nm0322515,John Glen,11609286.614221303,4.8,25,55
This Property is Condemned,1966,tt0061089,nm0001628,Sydney Pollack,0.0,4.7,66,32
Chakra,1981,tt0080514,nm0223505,Rabindra Dharmaraj,0.0,4.7,4,35
Dangerous Touch,1994,tt0109534,nm0001617,Lou Diamond Phillips,0.0,4.1,15,32
Antaheen,2009,tt1359552,nm2287772,Aniruddha Roy Chowdhury,0.0,4.9,11,44
Merantau,2009,tt1368116,nm2153088,Gareth Evans,0.0,4.6,11,29
Shinjuku Incident,2009,tt1075419,nm0232504,Tung-Shing Yee,-16552121.54546768,4.3,21,52
Into the Abyss,2011,tt1972663,nm0001348,Werner Herzog,0.0,4.7,86,69
The Chosen,1981,tt0082175,nm0434571,Jeremy Kagan,0.0,4.7,59,36
Splinter,2008,tt1031280,nm0929317,Toby Wilkins,526609.2545968269,4.5,26,36
The Loves of Carmen,1948,tt0040552,nm0896533,Charles Vidor,0.0,4.5,33,48
Red Dawn,1984,tt0087985,nm0587518,John Milius,11609286.614221303,4.7,14,40
Law Abiding Citizen,2009,tt1197624,nm0336620,F. Gary Gray,11609286.614221303,5.0,22,40
Janie Jones,2010,tt1509130,nm1270033,David M. Rosenthal,0.0,4.6,12,41
Zift,2008,tt1264914,nm3078459,Javor Gardev,-875728.9211798903,4.7,4,36
La Ronde,1950,tt0042906,nm0649097,Max Ophüls,0.0,4.8,26,48
The Unholy Wife,1957,tt0051136,nm0268513,John Farrow,0.0,4.4,49,53
The Beaver,2011,tt1321860,nm0000149,Jodie Foster,-15396415.808517115,4.3,13,49
Seed,1931,tt0022360,nm0821472,John M. Stahl,0.0,4.7,43,45
Silk,2007,tt0494834,nm0320660,François Girard,-22835285.753156316,4.0,15,44
Happy New Year,1987,tt0093145,nm0000814,John G. Avildsen,85422.9512284562,4.4,31,52
A Kind of Loving,1962,tt0056141,nm0772259,John Schlesinger,-1667593.0359669423,4.7,28,36
Fat City,1972,tt0068575,nm0001379,John Huston,0.0,4.7,41,66
Copycat,1995,tt0112722,nm0000750,Jon Amiel,11609286.614221303,4.8,83,47
The Secret Rapture,1993,tt0108072,nm0203749,Howard Davies,30676.41860167291,4.4,11,48
The Optimists,2006,tt0478714,nm0664607,Goran Paskaljevic,0.0,4.5,42,59
The Prince and the Pauper,1937,tt0029440,nm0445033,William Keighley,0.0,4.7,35,48
Permanent Vacation,1980,tt0084488,nm0000464,Jim Jarmusch,0.0,4.5,21,27
Little Rose,2010,tt1617178,nm0452221,Jan Kidawa-Blonski,0.0,4.7,46,57
The French Connection,1971,tt0067116,nm0001243,William Friedkin,11609286.614221303,7.5,38,36
Gattaca,1997,tt0119177,nm0629272,Andrew Niccol,-34610364.95897726,4.2,12,33
Akayla,1991,tt0101284,nm0802693,Ramesh Sippy,0.0,4.3,21,44
The Hole,2001,tt0242527,nm0358327,Nick Hamm,0.0,4.5,37,44
Big Eden,2000,tt0212815,nm0080120,Thomas Bezucha,704504.56065331,4.7,5,36
"Parole, Inc.",1948,tt0041733,nm0954394,Alfred Zeisler,0.0,4.4,16,51
Children of the Corn,1984,tt0087050,nm0452607,Fritz Kiersch,-1823092.5717952831,4.3,19,33
A Delicate Balance,1973,tt0069958,nm0724798,Tony Richardson,0.0,4.6,53,45
American History X,1998,tt0120586,nm0443411,Tony Kaye,5627827.0721936505,5.1,31,46
Blackmail,1929,tt0019702,nm0000033,Alfred Hitchcock,0.0,4.6,81,30
When Eight Bells Toll,1971,tt0067976,nm0702429,Etienne Périer,0.0,4.4,27,40
The Nativity Story,2006,tt0762121,nm0362566,Catherine Hardwicke,11609286.614221303,4.8,39,51
The English Patient,1996,tt0116209,nm0005237,Anthony Minghella,11609286.614221303,9.1,10,42
Brainstorm,1983,tt0085271,nm0874320,Douglas Trumbull,-35653037.14859438,3.9,12,41
Rushmore,1998,tt0128445,nm0027572,Wes Anderson,11609286.614221303,5.0,24,29
Topaze,1933,tt0024684,nm0195496,Harry d'Abbadie d'Arrast,0.0,4.6,10,36
Lost in the Stratosphere,1934,tt0025424,nm0114266,Melville W. Brown,0.0,4.1,29,47
The Unholy Garden,1931,tt0022523,nm0280463,George Fitzmaurice,0.0,4.4,80,46
The Crowd,1928,tt0018806,nm0896542,King Vidor,0.0,4.9,73,34
This Man's Navy,1945,tt0038163,nm0920074,William A. Wellman,0.0,4.5,74,49
The Good Earth,1937,tt0028944,nm0291548,Sidney Franklin,-46085371.95828505,5.2,44,44
A Scanner Darkly,2006,tt0405296,nm0000500,Richard Linklater,-1221404.7821040882,4.6,41,46
Simhasanam,1986,tt0234737,nm0315553,Krishna,0.0,5.0,19,42
Before the Rains,2007,tt0870195,nm0007144,Santosh Sivan,0.0,4.6,24,43
About Schmidt,2002,tt0257360,nm0668247,Alexander Payne,11609286.614221303,4.9,15,41
Wild Blood,2008,tt1073624,nm0320285,Marco Tullio Giordana,1425513.4207684535,4.5,18,58
The Mouthpiece,1932,tt0023240,nm0282549,James Flood,0.0,4.7,46,37
Najma,1943,tt0232155,nm0006371,Mehboob Khan,0.0,4.8,24,36
Kaos,1984,tt0087537,nm0851754,Vittorio Taviani,0.0,4.8,7,55
Jaffa,2009,tt1406160,nm0947121,Keren Yedaya,0.0,4.6,7,37
"Rachel, Rachel",1968,tt0063483,nm0000056,Paul Newman,0.0,4.7,6,43
Mumford,1999,tt0140397,nm0001410,Lawrence Kasdan,6474212.2231257185,4.7,20,50
Summer Palace,2006,tt0794374,nm0521601,Ye Lou,0.0,4.7,12,41
Dorian Gray,2009,tt1235124,nm0662529,Oliver Parker,11609286.614221303,4.7,20,49
And Then There Were None,1945,tt0037515,nm0163229,René Clair,0.0,4.7,28,47
Strategic Air Command,1955,tt0048667,nm0542649,Anthony Mann,11609286.614221303,4.7,40,49
The General,1998,tt0120706,nm0000958,John Boorman,11609286.614221303,4.9,41,65
Rollin' With The Nines,2006,tt0437459,nm1402202,Julian Gilbey,-587167.5416477203,4.3,8,31
Vicky Cristina Barcelona,2008,tt0497465,nm0000095,Woody Allen,11609286.614221303,5.3,61,73
The Greatest Show on Earth,1952,tt0044672,nm0001124,Cecil B. DeMille,11609286.614221303,6.0,70,71
Virgin Stripped Bare by Her Bachelors,2000,tt0253378,nm0393254,Hong Sang-soo,0.0,4.7,34,40
Siberia,1998,tt0152432,nm0922520,Robert Jan Westdijk,0.0,4.5,8,34
The Assassination of Jesse James by the Coward Robert Ford,2007,tt0443680,nm0231596,Andrew Dominik,-17124436.541492358,4.5,11,40
Something Of Value,1957,tt0050993,nm0112218,Richard Brooks,11609286.614221303,4.8,26,45
Full Metal Jacket,1987,tt0093058,nm0000040,Stanley Kubrick,11609286.614221303,5.1,16,59
Trespass,1992,tt0105636,nm0001353,Walter Hill,-426617.7496781091,4.5,32,50
The Ice Storm,1997,tt0119349,nm0000487,Ang Lee,-14692251.592319593,4.5,24,43
Escala en la ciudad,1935,tt0186994,nm0212500,Alberto de Zavalía,0.0,4.6,16,24
The King's Whore,1990,tt0100440,nm0181421,Axel Corti,0.0,4.4,36,57
Messenger of Death,1988,tt0095626,nm0496746,J. Lee Thompson,6155068.933798888,4.4,49,74
And Soon the Darkness,1970,tt0065398,nm0297523,Robert Fuest,0.0,4.6,47,43
Udaan,1997,tt0287065,nm2147526,Govardhan Asrani,0.0,3.9,7,56
Lonely Hearts,2007,tt1010019,nm1297334,James Keaton,11609286.614221303,4.9,3,30
A.I. Artificial Intelligence,2001,tt0212720,nm0000229,Steven Spielberg,11609286.614221303,4.9,60,55
A Beautiful Mind,2001,tt0268978,nm0000165,Ron Howard,11609286.614221303,7.3,52,47
The World of Suzie Wong,1960,tt0054483,nm0703689,Richard Quine,0.0,4.6,50,40
Days of Thunder,1990,tt0099371,nm0001716,Tony Scott,11609286.614221303,4.7,27,46
Annie Hall,1977,tt0075686,nm0000095,Woody Allen,11609286.614221303,6.9,61,42
This Boy's Life,1993,tt0108330,nm0001994,Michael Caton-Jones,6727150.630693971,4.8,37,36
Sightseers,2012,tt2023690,nm1296554,Ben Wheatley,0.0,4.6,49,40
Until They Sail,1957,tt0051141,nm0936404,Robert Wise,10955455.94778997,4.7,39,43
The Quiet Family,1998,tt0188503,nm0453518,Jee-woon Kim,0.0,4.7,23,34
Wake up Sid,2009,tt1324059,nm2209781,Ayan Mukerji,-3310424.309093536,4.7,10,26
Foolish Wives,1922,tt0013140,nm0002233,Erich von Stroheim,-15546852.736318408,4.4,8,37
The Fall of the Roman Empire,1964,tt0058085,nm0542649,Anthony Mann,-145018393.33691564,2.0,40,58
Iska's Journey,2007,tt0867329,nm0093204,Csaba Bollók,0.0,4.6,15,45
Dream Girl,1977,tt0157556,nm0149850,Pramod Chakravorty,0.0,4.4,22,48
Gaja Gamini,2000,tt0221982,nm0403967,M.F. Hussain,0.0,4.1,3,85
Thunder in the City,1937,tt0029670,nm0314351,Marion Gering,0.0,4.5,17,36
Escape from East Berlin,1962,tt0055962,nm0802563,Robert Siodmak,0.0,4.6,61,62
Title to Murder,2001,tt0277386,nm0299122,Stephen Furst,0.0,4.4,15,47
Seance on a Wet Afternoon,1964,tt0058557,nm0285302,Bryan Forbes,0.0,4.8,20,38
Cyclo,1995,tt0112767,nm0870841,Anh Hung Tran,0.0,4.7,9,33
Before and After,1996,tt0115645,nm0775447,Barbet Schroeder,-39547332.824500054,3.8,53,55
The Business,2005,tt0429715,nm0522393,Nick Love,0.0,4.6,12,36
The Midnight Game,2013,tt2155391,nm1937259,A.D. Calvo,0.0,4.1,12,46
Anna Karenina,1948,tt0040098,nm0245213,Julien Duvivier,0.0,4.6,65,52
The Adventures of Sherlock Holmes,1939,tt0031022,nm0921288,Alfred L. Werker,0.0,4.7,44,43
The Private Life of Don Juan,1934,tt0025681,nm0466099,Alexander Korda,0.0,4.5,61,41
Keshu,2009,tt2271431,nm0007144,Santosh Sivan,0.0,4.3,24,45
Repo Men,2010,tt1053424,nm0764601,Miguel Sapochnik,-14754364.41292316,4.3,39,36
Goemon,2009,tt1054122,nm1589546,Kazuaki Kiriya,6019475.834722371,4.7,5,41
Medea,1969,tt0066065,nm0001596,Pier Paolo Pasolini,0.0,4.6,22,47
Sirens,1994,tt0111201,nm0241090,John Duigan,0.0,4.4,35,45
Memories of Murder,2003,tt0353969,nm0094435,Bong Joon Ho,-3603322.8539071344,4.8,15,34
Knock Off,1998,tt0120724,nm0007139,Hark Tsui,-47925730.79085936,3.3,41,48
Black Cloud,2004,tt0363475,nm0005401,Ricky Schroder,0.0,4.4,14,34
Macario,1960,tt0054042,nm0310449,Roberto Gavaldón,0.0,4.9,49,51
Rocky,1976,tt0075148,nm0000814,John G. Avildsen,11609286.614221303,7.2,31,41
Finding North,1998,tt0124555,nm0923330,Tanya Wexler,0.0,4.5,11,28
Little Women,1994,tt0110367,nm0000788,Gillian Armstrong,-28748530.94956991,4.2,27,44
The Stars Fell on Henrietta,1995,tt0114534,nm0005077,James Keach,0.0,4.5,68,48
The King of Fighters,2010,tt1038685,nm0150906,Gordon Chan,-13028031.854275629,3.6,33,50
The Yankee Clipper,1927,tt0018601,nm0432216,Rupert Julian,0.0,4.6,59,48
The Lord of the Rings: The Fellowship of the Ring,2001,tt0120737,nm0001392,Peter Jackson,11609286.614221303,8.1,32,40
The Lower Depths,1957,tt0050330,nm0000041,Akira Kurosawa,0.0,4.7,32,47
Tim,1979,tt0080024,nm0665327,Michael Pate,-1957171.2022046156,4.5,1,59
Bridge to Terabithia,2007,tt0398808,nm0190780,Gabor Csupo,11609286.614221303,4.9,6,55
Adrift,2009,tt1016321,nm1104944,Heitor Dhalia,0.0,4.6,37,39
The Longest Yard,2005,tt0398165,nm0781842,Peter Segal,11609286.614221303,4.7,51,43
Madonna of the Seven Moons,1945,tt0037035,nm0005674,Arthur Crabtree,0.0,4.5,52,45
Spellbound,1945,tt0038109,nm0000033,Alfred Hitchcock,11609286.614221303,6.0,81,46
Band of the Hand,1986,tt0090693,nm0001274,Paul Michael Glaser,-8281006.271871056,4.3,37,43
Another Happy Day,2011,tt1719071,nm0506094,Sam Levinson,-4209781.163055196,4.4,25,26
101 Dalmatians,1996,tt0115433,nm0378893,Stephen Herek,11609286.614221303,4.6,46,38
Valerie and Her Week of Wonders,1970,tt0066516,nm0423180,Jaromil Jires,0.0,4.7,54,35
Jealousy is My Middle Name,2002,tt0352464,nm1364221,Chan-ok Park,0.0,4.5,4,34
The Wind Cannot Read,1958,tt0052396,nm0859387,Ralph Thomas,0.0,4.5,40,43
I Spit on Your Grave,2010,tt1242432,nm0003458,Steven R. Monroe,-1549457.4841779575,4.5,58,46
Parannu Parannu Parannu,1984,tt0249074,nm0655802,P. Padmarajan,0.0,4.6,18,39
Boom!,1968,tt0062751,nm0521334,Joseph Losey,0.0,4.3,36,59
The Mother and the Whore,1973,tt0070359,nm0262402,Jean Eustache,0.0,4.8,12,35
Au hasard Balthazar,1966,tt0060138,nm0000975,Robert Bresson,0.0,4.8,14,65
Brothers,2009,tt0765010,nm0006487,Jim Sheridan,11609286.614221303,4.9,27,60
Street Fighter,1994,tt0111301,nm0211823,Steven E. de Souza,11609286.614221303,4.2,15,47
Fanny and Alexander,1982,tt0083922,nm0000005,Ingmar Bergman,1921620.5833644215,4.9,85,64
Indecent Proposal,1993,tt0107211,nm0001490,Adrian Lyne,11609286.614221303,4.6,11,52
Choose Me,1984,tt0087054,nm0748928,Alan Rudolph,-1595206.0003208728,4.6,22,41
Mili,1975,tt0073391,nm0611531,Hrishikesh Mukherjee,0.0,4.7,46,53
The Last Command,1928,tt0019071,nm0903049,Josef von Sternberg,0.0,4.9,28,34
Humoresque,1946,tt0038622,nm0624535,Jean Negulesco,0.0,4.7,81,46
Yaar Gaddar,1994,tt0111780,nm0576494,Umesh Mehra,0.0,4.0,17,41
Hannibal Rising,2007,tt0367959,nm0916424,Peter Webber,11609286.614221303,4.7,43,47
Gandhi,1982,tt0083987,nm0000277,Richard Attenborough,11609286.614221303,8.8,12,59
A Fugitive from Justice,1940,tt0032499,nm0002542,Terry O. Morse,0.0,4.2,17,34
Open Graves,2009,tt0870937,nm0035531,Álvaro de Armiñán,-7172586.003035994,3.9,8,50
Viva Cuba,2005,tt0477916,nm1117808,Juan Carlos Cremata Malberti,0.0,4.6,7,44
Postmortem,1998,tt0130192,nm0089502,Albert Pyun,0.0,4.2,49,45
Two Thousand Women,1944,tt0036573,nm0490950,Frank Launder,0.0,4.6,15,38
The Future,2011,tt1235170,nm0432380,Miranda July,-454351.1564756397,4.5,10,37
Into Temptation,2009,tt1232824,nm0185401,Patrick Coyle,107541.34063044292,4.5,4,50
Double Vision,2002,tt0284066,nm0155295,Kuo-Fu Chen,0.0,4.5,6,44
Plenty,1985,tt0089816,nm0770961,Fred Schepisi,0.0,4.4,24,46
My Name Is Juani,2006,tt0781533,nm0000940,Bigas Luna,0.0,4.2,22,60
Adam & Eva,1997,tt0118554,nm0379775,Måns Herngren,0.0,4.5,58,32
The Chamber,1996,tt0115862,nm0001226,James Foley,-41445267.12389438,3.7,37,43
Gamyam,2008,tt1583256,nm3758453,Radha Krishna Jagarlamudi,0.0,4.9,13,30
Sidekicks,1992,tt0105402,nm0635760,Aaron Norris,11609286.614221303,4.5,17,41
Shiner,2004,tt0368268,nm1379491,Christian Calson,0.0,3.9,2,29
Dead Cert,1974,tt0071394,nm0724798,Tony Richardson,0.0,4.2,53,46
White Mischief,1987,tt0094317,nm0705535,Michael Radford,-11042479.06123946,4.3,27,41
Tazza: The High Rollers,2006,tt0875025,nm1569807,Dong-hoon Choi,11609286.614221303,4.9,12,35
My Life as a Dog,1985,tt0089606,nm0002120,Lasse Hallström,11609286.614221303,5.0,70,39
Land and Freedom,1995,tt0114671,nm0516360,Ken Loach,355453.80028437055,4.8,71,59
The Fat Man,1951,tt0043523,nm0145336,William Castle,0.0,4.5,79,37
Charlie Chan at the Race Track,1936,tt0027441,nm0401680,H. Bruce Humberstone,0.0,4.7,53,35
Glue,2006,tt0484039,nm2063526,Alexis Dos Santos,0.0,4.5,5,32
Alias Mr. Twilight,1946,tt0038295,nm0836328,John Sturges,0.0,4.4,41,36
What Have You Done to Solange?,1972,tt0068416,nm0198014,Massimo Dallamano,0.0,4.6,12,55
The Godfather Part III,1990,tt0099674,nm0000338,Francis Ford Coppola,11609286.614221303,5.0,36,51
Field of Dreams,1989,tt0097351,nm0004675,Phil Alden Robinson,11609286.614221303,5.0,11,39
The Cry of the Owl,2009,tt1034302,nm0861899,Jamie Thraves,-12689959.85152522,4.2,12,40
Armin,2007,tt0961198,nm0841291,Ognjen Svilicic,0.0,4.6,12,36
The Money Trap,1965,tt0059460,nm0447944,Burt Kennedy,0.0,4.5,77,43
Particles of Truth,2003,tt0320241,nm1170197,Jennifer Elster,0.0,4.6,10,29
Varavelpu,1989,tt0292319,nm0030791,Sathyan Anthikad,0.0,4.9,57,34
Escape,1940,tt0032447,nm0503777,Mervyn LeRoy,11609286.614221303,4.9,76,40
The Sell-Out,1976,tt0075188,nm0172772,Peter Collinson,0.0,4.2,41,40
Japanese Story,2003,tt0304229,nm0112262,Sue Brooks,-7386811.850509626,4.5,13,50
Medium Cool,1969,tt0064652,nm0005549,Haskell Wexler,-5162805.997273967,4.6,16,47
The Faculty,1998,tt0133751,nm0001675,Robert Rodriguez,11609286.614221303,4.8,68,30
A Canterbury Tale,1944,tt0036695,nm0003836,Michael Powell,0.0,4.7,58,39
The Assassination of Trotsky,1972,tt0068226,nm0521334,Joseph Losey,-14153218.41371064,4.1,36,63
The Thirteenth Guest,1932,tt0023583,nm0712730,Albert Ray,0.0,4.4,83,35
Monga,2010,tt1604900,nm0633080,Doze Niu,0.0,4.6,41,44
The Hound of the Baskervilles,1978,tt0076161,nm0607407,Paul Morrissey,0.0,4.1,22,40
The Black Stallion Returns,1983,tt0085248,nm0198395,Robert Dalva,0.0,4.4,4,41
Man on Fire,2004,tt0328107,nm0001716,Tony Scott,11609286.614221303,5.0,27,60
Aamir,2008,tt1241195,nm2955107,Raj Kumar Gupta,-400236.7119130835,4.8,10,31
White Nights,1985,tt0090319,nm0000431,Taylor Hackford,11609286.614221303,5.3,22,41
The Slingshot,1993,tt0107349,nm0761879,Åke Sandgren,0.0,4.6,10,38
Murk,2005,tt0432972,nm0423804,Jannik Johansen,0.0,4.6,43,40
L.I.E.,2001,tt0242587,nm0191147,Michael Cuesta,1293124.9614683732,4.7,43,38
Passion Play,2010,tt1396221,nm0322248,Mitch Glazer,-8685354.569517085,4.0,2,57
Spread,2009,tt1186370,nm0533284,David Mackenzie,11609286.614221303,4.6,22,43
54,1998,tt0120577,nm0160602,Mark Christopher,5456508.559859926,4.5,8,35
The Order,2001,tt0193364,nm0504802,Sheldon Lettich,0.0,4.1,14,50
Killer,1998,tt0157124,nm0648421,Darezhan Omirbayev,0.0,4.6,10,40
Samson,1961,tt0055401,nm0906667,Andrzej Wajda,0.0,4.5,60,35
Joyride,2005,tt0430257,nm0380325,Frank Herrebout,0.0,4.2,15,48
The Picture Show Man,1977,tt0076542,nm0694411,John Power,0.0,4.6,41,47
Special Agent,1935,tt0027029,nm0445033,William Keighley,0.0,4.5,35,46
Bitter Springs,1950,tt0042253,nm0806692,Ralph Smart,0.0,4.5,39,42
The Thing,1982,tt0084787,nm0000118,John Carpenter,11357840.777063902,5.1,32,34
The Decks Ran Red,1958,tt0051524,nm0831720,Andrew L. Stone,0.0,4.5,34,56
Apollo 13,1995,tt0112384,nm0000165,Ron Howard,11609286.614221303,6.7,52,41
Oriana,1985,tt0089739,nm0868643,Fina Torres,0.0,4.6,7,34
I Met My Love Again,1938,tt0030256,nm0517597,Joshua Logan,7000228.249308102,4.5,10,30
Cromwell,1970,tt0065593,nm0400731,Ken Hughes,-48780150.24683409,4.3,37,48
Undercurrent,1946,tt0039066,nm0591486,Vincente Minnelli,-19941635.764304016,4.2,30,43
Pacific Heights,1990,tt0100318,nm0772259,John Schlesinger,11609286.614221303,4.7,28,64
Casualties of War,1989,tt0097027,nm0000361,Brian De Palma,-7311543.991410326,4.6,39,49
A Wonderful Night in Split,2004,tt0420233,nm0652443,Arsen A. Ostojic,0.0,4.8,9,39
Death Machine,1994,tt0109575,nm0635759,Stephen Norrington,0.0,4.4,4,30
Babe,1995,tt0112431,nm0003088,Chris Noonan,11609286.614221303,6.0,17,43
The Student Teachers,1973,tt0070743,nm0438279,Jonathan Kaplan,-533189.5645645646,4.1,93,26
Hanna K.,1983,tt0085642,nm0002020,Costa-Gavras,0.0,4.6,22,50
Praying with Anger,1992,tt0105162,nm0796117,M. Night Shyamalan,2362019.0046323794,4.2,24,22
Shaft in Africa,1973,tt0070679,nm0347086,John Guillermin,-11420920.472972972,4.2,65,48
Summer Heat,2008,tt0995757,nm0892857,Monique van de Ven,0.0,4.3,3,56
The Principal,1987,tt0093780,nm0128883,Christopher Cain,11609286.614221303,4.7,28,44
Absolute Power,1997,tt0118548,nm0000142,Clint Eastwood,100746.22081819126,4.6,43,67
Joshua Tree,1993,tt0106309,nm0002184,Vic Armstrong,-14749066.051341215,4.1,6,47
Defiance,2008,tt1034303,nm0001880,Edward Zwick,11609286.614221303,4.9,32,56
A Letter to Momo,2011,tt1853614,nm0645657,Hiroyuki Okiura,0.0,4.7,3,45
Quo Vadis,2001,tt0282108,nm0442819,Jerzy Kawalerowicz,-24065800.0753012,4.0,17,79
Lightning Bug,2004,tt0363768,nm0356042,Robert Hall,0.0,4.5,17,31
The Myth of the American Sleepover,2010,tt1174042,nm1379002,David Robert Mitchell,-32570.07963568907,4.5,8,36
Anand Aur Anand,1984,tt0154143,nm0007147,Dev Anand,0.0,4.5,19,61
Children of the Revolution,1996,tt0115886,nm0242064,Peter Duncan,0.0,4.5,25,32
Khalass,2007,tt1323576,nm0015999,Borhane Alaouié,0.0,4.4,8,66
Buddha Mil Gaya,1971,tt0244443,nm0611531,Hrishikesh Mukherjee,0.0,4.7,46,49
I Am Curious (Yellow),1967,tt0061834,nm0803672,Vilgot Sjöman,11609286.614221303,4.6,29,43
Another Year,2010,tt1431181,nm0005139,Mike Leigh,10991600.653086023,4.9,35,67
