Movie_name,Top_genres,Release_Date,tconst,nconst,Director_name,Successful,director_name,num_movies,birth_year,death_year,Director_age
Comedown,Other,2012,tt1376168,nm0399630,Menhaj Huda,4.1,Menhaj Huda,106.0,1967,0,45
The Prowler,Horror,1981,tt0082951,nm0957263,Joseph Zito,4.4,Joseph Zito,10.0,1946,0,35
Margaret,Other,2011,tt0466893,nm0518836,Kenneth Lonergan,4.3,Kenneth Lonergan,3.0,1962,0,49
The Policewoman,Other,2003,tt0119727,nm0764585,Joaquim Sapinho,4.2,Joaquim Sapinho,9.0,1965,0,38
Tampopo,Drama,1985,tt0092048,nm0411631,Jûzô Itami,4.9,Jûzô Itami,11.0,1933,1997,52
The Abominable Dr. Phibes,Horror,1971,tt0066740,nm0297523,Robert Fuest,4.4,Robert Fuest,47.0,1927,2012,44
Polvere di stelle,Family,1973,tt0070554,nm0814773,Alberto Sordi,4.6,Alberto Sordi,17.0,1920,2003,53
Buzzin' Around,Other,1933,tt0022732,nm0332531,Alfred J. Goulding,4.5,Alfred J. Goulding,231.0,1884,1972,49
Blændværk,Other,1955,tt0122006,nm0414732,Johan Jacobsen,4.5,Johan Jacobsen,34.0,1912,1972,43
Straight Time,Drama,1978,tt0078326,nm0000163,Dustin Hoffman,4.7,Dustin Hoffman,2.0,1937,0,41
Black Beauty,Drama,1994,tt0109279,nm0003031,Caroline Thompson,4.7,Caroline Thompson,3.0,1956,0,38
Isabel,Drama,1968,tt0063140,nm0021975,Paul Almond,4.4,Paul Almond,141.0,1931,2015,37
The Angry Red Planet,Fiction,1959,tt0052564,nm0577477,Ib Melchior,4.3,Ib Melchior,5.0,1917,2015,42
Freedom Writers,Drama,2007,tt0463998,nm0481418,Richard LaGravenese,5.0,Richard LaGravenese,8.0,1959,0,48
Bhootayyana Maga Ayyu,Other,1974,tt0313312,nm1151007,Siddalingaiah,5.0,Siddalingaiah,24.0,1936,2015,38
Dallas,Action/Adventure,1950,tt0042372,nm0374702,Stuart Heisler,4.7,Stuart Heisler,94.0,1896,1979,54
Christmas Holiday,Drama,1944,tt0036711,nm0802563,Robert Siodmak,4.6,Robert Siodmak,61.0,1900,1973,44
Wreck-It Ralph,Family,2012,tt1772341,nm0601781,Rich Moore,1.8,Rich Moore,29.0,1963,0,49
Stay Tuned,Drama,1992,tt0105466,nm0001382,Peter Hyams,4.1,Peter Hyams,24.0,1943,0,49
The Jungle Book,Family,1994,tt0110213,nm0814085,Stephen Sommers,4.6,Stephen Sommers,11.0,1962,0,32
Girl of the Night,Other,1960,tt0053865,nm0146068,Joseph Cates,4.6,Joseph Cates,37.0,1924,1998,36
King of the Gypsies,Drama,1978,tt0077807,nm0682757,Frank Pierson,4.7,Frank Pierson,26.0,1925,2012,53
Shanghai Knights,Drama,2003,tt0300471,nm0229694,David Dobkin,4.7,David Dobkin,22.0,1969,0,34
The Garden of Allah,Other,1927,tt0017917,nm0002271,Rex Ingram,4.6,Rex Ingram,29.0,1892,1950,35
Let's Scare Jessica to Death,Drama,1971,tt0067341,nm0359386,John D. Hancock,4.5,John D. Hancock,23.0,1939,0,32
The Fields,Drama,2011,tt1401236,nm2213145,Tom Mattera,4.1,Tom Mattera,3.0,1979,0,32
Air Force One,Drama,1997,tt0118571,nm0000583,Wolfgang Petersen,4.8,Wolfgang Petersen,39.0,1941,2022,56
Mo' Better Blues,Family,1990,tt0100168,nm0000490,Spike Lee,4.8,Spike Lee,109.0,1957,0,33
Crainquebille,Drama,1922,tt0013033,nm0275494,Jacques Feyder,4.7,Jacques Feyder,43.0,1885,1948,37
"H.M. Pulham, Esq.",Drama,1941,tt0033686,nm0896542,King Vidor,4.6,King Vidor,73.0,1894,1982,47
Black Caesar,Action/Adventure,1973,tt0069792,nm0169540,Larry Cohen,4.5,Larry Cohen,20.0,1936,2019,37
Elina: As If I Wasn't There,Family,2002,tt0330911,nm0405605,Klaus Härö,4.7,Klaus Härö,20.0,1971,0,31
The Toast of New Orleans,Family,1950,tt0043053,nm0851537,Norman Taurog,4.4,Norman Taurog,164.0,1899,1981,51
Still of the Night,Drama,1982,tt0084732,nm0000914,Robert Benton,4.3,Robert Benton,12.0,1932,0,50
Crutch,Drama,2004,tt0422029,nm0604344,Rob Moretti,4.2,Rob Moretti,5.0,1971,0,33
Punchy Cowpunchers,Other,1950,tt0042863,nm0076618,Edward Bernds,4.7,Edward Bernds,130.0,1905,2000,45
Family Viewing,Drama,1987,tt0093006,nm0000382,Atom Egoyan,4.6,Atom Egoyan,40.0,1960,0,27
Koi Tujh Sa Kahan,Other,2005,tt0798787,nm0715855,Reema,4.2,Reema,2.0,1971,0,34
Stardust Memories,Drama,1980,tt0081554,nm0000095,Woody Allen,4.2,Woody Allen,61.0,1935,0,45
Silk Stockings,Family,1957,tt0050972,nm0541149,Rouben Mamoulian,4.8,Rouben Mamoulian,17.0,1897,1987,60
Tourist Trap,Horror,1979,tt0080040,nm0227187,David Schmoeller,4.4,David Schmoeller,25.0,1947,0,32
A Perfect Murder,Drama,1998,tt0120787,nm0001112,Andrew Davis,4.8,Andrew Davis,25.0,1946,0,52
Village of Daughters,Other,1962,tt0056659,nm0689659,George Pollock,4.3,George Pollock,20.0,1907,1979,55
You Were Never Lovelier,Family,1942,tt0035583,nm0782682,William A. Seiter,4.7,William A. Seiter,219.0,1890,1964,52
Man of the Year,Drama,2006,tt0483726,nm0001469,Barry Levinson,4.7,Barry Levinson,65.0,1942,0,64
Emotional Backgammon,Drama,2003,tt0260878,nm0378586,Leon Herbert,4.2,Leon Herbert,2.0,1955,0,48
Charulata,Drama,1964,tt0057935,nm0006249,Satyajit Ray,4.9,Satyajit Ray,37.0,1921,1992,43
Fourplay,Family,2001,tt0209109,nm0082802,Mike Binder,4.2,Mike Binder,29.0,1958,0,43
Born to the West,Action/Adventure,1937,tt0028653,nm0059106,Charles Barton,4.4,Charles Barton,501.0,1902,1981,35
Elvis Has Left the Building,Action/Adventure,2004,tt0377057,nm0959034,Joel Zwick,4.0,Joel Zwick,625.0,1942,0,62
Caroline at Midnight,Drama,1994,tt0109383,nm0569372,Scott McGinnis,4.2,Scott McGinnis,24.0,1958,0,36
"Clean, Shaven",Drama,1993,tt0106579,nm0449868,Lodge Kerrigan,4.7,Lodge Kerrigan,31.0,1964,0,29
Congkak,Other,2008,tt1289386,nm0406881,Ahmad Idham,4.3,Ahmad Idham,34.0,1974,0,34
Tirugu Leni Manishi,Family,1981,tt0246280,nm0706484,K. Raghavendra Rao,4.3,K. Raghavendra Rao,115.0,1942,0,39
Old Clothes,Drama,1925,tt0016174,nm0166836,Edward F. Cline,3.6,Edward F. Cline,169.0,1891,1961,34
Speed 2: Cruise Control,Drama,1997,tt0120179,nm0000957,Jan de Bont,4.1,Jan de Bont,5.0,1943,0,54
Winter Passing,Drama,2005,tt0380817,nm1452688,Adam Rapp,4.4,Adam Rapp,4.0,1968,0,37
The Glass Wall,Drama,1953,tt0045824,nm0788058,Maxwell Shane,4.6,Maxwell Shane,8.0,1905,1983,48
How High,Family,2001,tt0278488,nm0245888,Jesse Dylan,4.7,Jesse Dylan,18.0,1966,0,35
The Story of Vernon and Irene Castle,Family,1939,tt0031983,nm0693281,H.C. Potter,4.8,H.C. Potter,20.0,1904,1977,35
Twenty Million Sweethearts,Family,1934,tt0025920,nm0258015,Ray Enright,4.5,Ray Enright,75.0,1896,1965,38
The Match King,Drama,1932,tt0023198,nm0107854,Howard Bretherton,4.6,Howard Bretherton,178.0,1890,1969,42
Mujhse Dosti Karoge!,Family,2002,tt0272736,nm0463316,Kunal Kohli,4.2,Kunal Kohli,27.0,1970,0,32
Office Space,Family,1999,tt0151804,nm0431918,Mike Judge,4.8,Mike Judge,231.0,1962,0,37
Shri Datta Darshanam,Family,1985,tt0263993,nm0710563,Kamalakara Kameshwara Rao,4.9,Kamalakara Kameshwara Rao,46.0,1911,1999,74
Pink Pull,Other,1979,tt0170389,nm0546184,Sid Marcus,4.4,Sid Marcus,176.0,1904,1985,75
Daffy Duck and the Dinosaur,Other,1939,tt0031202,nm0005062,Chuck Jones,4.6,Chuck Jones,324.0,1912,2002,27
Banjo,Drama,1947,tt0039174,nm0281507,Richard Fleischer,4.4,Richard Fleischer,61.0,1916,2006,31
Reversal of Fortune,Drama,1990,tt0100486,nm0775447,Barbet Schroeder,5.6,Barbet Schroeder,53.0,1941,0,49
Naan Mahaan Alla,Other,1984,tt0320114,nm0616114,S.P. Muthuraman,4.5,S.P. Muthuraman,67.0,1935,0,49
La Vie secrète des gens heureux,Drama,2006,tt0807965,nm0487692,Stéphane Lapointe,4.5,Stéphane Lapointe,135.0,1971,0,35
Chocolat,Drama,2000,tt0241303,nm0002120,Lasse Hallström,4.9,Lasse Hallström,70.0,1946,0,54
Late Autumn,Drama,2010,tt1542482,nm0453707,Kim Tae-yong,4.6,Kim Tae-yong,6.0,1969,0,41
I Am a Fugitive from a Chain Gang,Drama,1932,tt0023042,nm0503777,Mervyn LeRoy,4.9,Mervyn LeRoy,76.0,1900,1987,32
City Heat,Drama,1984,tt0087062,nm0000907,Richard Benjamin,4.5,Richard Benjamin,22.0,1938,0,46
The Boost,Drama,1988,tt0094783,nm0000887,Harold Becker,4.2,Harold Becker,18.0,1928,0,60
Footloose,Family,2011,tt1068242,nm0108132,Craig Brewer,4.6,Craig Brewer,29.0,1971,0,40
Fashion,Drama,2008,tt0964516,nm1055105,Madhur Bhandarkar,4.5,Madhur Bhandarkar,16.0,1966,0,42
Wake in Fright,Drama,1971,tt0067541,nm0467646,Ted Kotcheff,4.8,Ted Kotcheff,89.0,1931,0,40
"Oily to Bed, Oily to Rise",Other,1939,tt0031746,nm0925028,Jules White,4.9,Jules White,296.0,1900,1985,39
Duel Personalities,Other,1939,tt0031257,nm0796645,George Sidney,4.6,George Sidney,54.0,1916,2002,23
Oliver!,Family,1968,tt0063385,nm0715346,Carol Reed,7.8,Carol Reed,32.0,1906,1976,62
Black Christmas,Drama,1974,tt0071222,nm0163706,Bob Clark,4.9,Bob Clark,29.0,1939,2007,35
Tag: The Assassination Game,Drama,1982,tt0084756,nm0145309,Nick Castle,4.4,Nick Castle,14.0,1947,0,35
Baby Blues,Other,1941,tt0033363,nm0128715,Edward L. Cahn,4.4,Edward L. Cahn,125.0,1899,1963,42
The Journey,Drama,1959,tt0052950,nm0514822,Anatole Litvak,4.6,Anatole Litvak,35.0,1902,1974,57
Continental Divide,Family,1981,tt0082200,nm0000776,Michael Apted,4.7,Michael Apted,153.0,1941,2021,40
The Flying Saucer,Fiction,1950,tt0042469,nm0175704,Mikel Conrad,3.9,Mikel Conrad,1.0,1919,1982,31
Rajapattai,Other,2011,tt2082409,nm3607398,Suseenthiran,3.8,Suseenthiran,21.0,1978,0,33
Tora-san's Shattered Romance,Other,1971,tt0071953,nm0945282,Yôji Yamada,4.6,Yôji Yamada,91.0,1931,0,40
Up the Junction,Other,1968,tt0062426,nm0172772,Peter Collinson,4.6,Peter Collinson,41.0,1936,1980,32
Being Flynn,Other,2012,tt0455323,nm0919369,Paul Weitz,4.5,Paul Weitz,29.0,1965,0,47
Chantabbai,Other,1986,tt0245829,nm0417386,Jandhyala,4.9,Jandhyala,33.0,1951,2001,35
The Milk of Sorrow,Drama,2009,tt1206488,nm2013191,Claudia Llosa,4.6,Claudia Llosa,11.0,1976,0,33
The Wrong Box,Family,1966,tt0061204,nm0285302,Bryan Forbes,4.6,Bryan Forbes,20.0,1926,2013,40
The Dead Outside,Horror,2008,tt1206082,nm2960343,Kerry Anne Mullaney,4.0,Kerry Anne Mullaney,3.0,1973,0,35
Soldier of Fortune,Action/Adventure,1955,tt0048640,nm0229424,Edward Dmytryk,4.7,Edward Dmytryk,55.0,1908,1999,47
Music Land,Other,1935,tt0026748,nm0414144,Wilfred Jackson,4.7,Wilfred Jackson,59.0,1906,1988,29
The Greatest,Drama,2009,tt1226232,nm0275277,Shana Feste,4.5,Shana Feste,6.0,1976,0,33
Lifted,Other,2006,tt0945571,nm0003977,Gary Rydstrom,4.8,Gary Rydstrom,4.0,1959,0,47
Blue Tornado,Drama,1991,tt0101489,nm0081217,Antonio Bido,4.0,Antonio Bido,12.0,1949,0,42
Amarcord,Family,1973,tt0071129,nm0000019,Federico Fellini,4.9,Federico Fellini,25.0,1920,1993,53
Devar,Drama,1966,tt0060306,nm0781830,Mohan Segal,4.7,Mohan Segal,18.0,1921,2005,45
The Tooth Will Out,Other,1951,tt0044139,nm0076618,Edward Bernds,4.7,Edward Bernds,130.0,1905,2000,46
Snowball Express,Family,1972,tt0069291,nm0865709,Norman Tokar,4.5,Norman Tokar,203.0,1919,1979,53
Nasrani,Drama,2007,tt1028559,nm0430782,Joshiy,4.1,Joshiy,84.0,1952,0,55
Rough Cut,Action/Adventure,2008,tt1345734,nm1922242,Hun Jang,4.8,Hun Jang,6.0,1975,0,33
Media Whore,Other,2002,tt0311505,nm0386504,Karl T. Hirsch,4.6,Karl T. Hirsch,8.0,1970,0,32
Flight of the Phoenix,Action/Adventure,2004,tt0377062,nm0601382,John Moore,3.5,John Moore,13.0,1970,0,34
Double Bang,Drama,2001,tt0251057,nm0332392,Heywood Gould,4.2,Heywood Gould,4.0,1942,0,59
The Waterdance,Drama,1992,tt0105789,nm0422791,Neal Jimenez,4.6,Neal Jimenez,1.0,1960,2022,32
Hotel Lux,Other,2011,tt1529559,nm0369686,Leander Haußmann,4.4,Leander Haußmann,17.0,1959,0,52
The Play of God,Other,1997,tt0199669,nm0415852,Jayaraj,4.8,Jayaraj,47.0,1960,0,37
Ninja Scroll,Action/Adventure,1993,tt0107692,nm0159109,Yoshiaki Kawajiri,4.5,Yoshiaki Kawajiri,36.0,1950,0,43
The Italian Job,Drama,2003,tt0317740,nm0336620,F. Gary Gray,4.9,F. Gary Gray,22.0,1969,0,34
The Simian Line,Drama,2000,tt0186549,nm0947388,Linda Yellen,4.3,Linda Yellen,14.0,1949,0,51
Be Sure to Share,Drama,2009,tt1454612,nm0814469,Sion Sono,4.6,Sion Sono,82.0,1961,0,48
Dancing Lady,Family,1933,tt0023926,nm0502752,Robert Z. Leonard,4.6,Robert Z. Leonard,151.0,1889,1968,44
The Fisher King,Family,1991,tt0101889,nm0000416,Terry Gilliam,5.9,Terry Gilliam,19.0,1940,0,51
The Punisher,Drama,2004,tt0330793,nm0378144,Jonathan Hensleigh,4.7,Jonathan Hensleigh,6.0,1959,0,45
Oscar,Other,1967,tt0062083,nm0596850,Édouard Molinaro,4.8,Édouard Molinaro,120.0,1928,2013,39
Life or Something Like It,Drama,2002,tt0282687,nm0378893,Stephen Herek,3.9,Stephen Herek,46.0,1958,0,44
Helen the Baby Fox,Other,2006,tt0808336,nm2274299,Keita Kôno,4.6,Keita Kôno,86.0,1957,0,49
The Man Who Fell to Earth,Fiction,1976,tt0074851,nm0001676,Nicolas Roeg,4.5,Nicolas Roeg,22.0,1928,2018,48
Tank,Drama,1984,tt0088224,nm0159007,Marvin J. Chomsky,4.6,Marvin J. Chomsky,130.0,1929,2022,55
Love Songs,Family,2007,tt0996605,nm0393394,Christophe Honoré,4.7,Christophe Honoré,18.0,1970,0,37
Wicked Spring,Action/Adventure,2002,tt0235048,nm0003577,Kevin R. Hershberger,4.2,Kevin R. Hershberger,184.0,1973,0,29
Familia,Drama,2005,tt0425979,nm0033596,Louise Archambault,4.7,Louise Archambault,76.0,1970,0,35
Salt N' Pepper,Other,2011,tt1988774,nm3351235,Aashiq Abu,4.7,Aashiq Abu,15.0,1978,0,33
Riffraff,Other,1947,tt0039772,nm0005898,Ted Tetzlaff,4.6,Ted Tetzlaff,15.0,1903,1995,44
Three Girls About Town,Family,1941,tt0034286,nm0419265,Leigh Jason,4.5,Leigh Jason,93.0,1904,1979,37
The Flamingo Kid,Family,1984,tt0087265,nm0005190,Garry Marshall,4.7,Garry Marshall,37.0,1934,2016,50
Empire of Passion,Drama,1978,tt0077132,nm0651915,Nagisa Ôshima,4.7,Nagisa Ôshima,70.0,1932,2013,46
Carry On Constable,Family,1960,tt0053699,nm0858873,Gerald Thomas,4.5,Gerald Thomas,90.0,1920,1993,40
The Guy Who Came Back,Other,1951,tt0043609,nm0628149,Joseph M. Newman,4.5,Joseph M. Newman,67.0,1909,2006,42
You May Not Kiss the Bride,Family,2011,tt1381418,nm0373154,Rob Hedden,4.3,Rob Hedden,20.0,1954,0,57
Husbands Beware,Other,1956,tt0049346,nm0925028,Jules White,4.7,Jules White,296.0,1900,1985,56
The Sixth Sense,Drama,1999,tt0167404,nm0796117,M. Night Shyamalan,5.1,M. Night Shyamalan,24.0,1970,0,29
Hugo,Family,2011,tt0970179,nm0000217,Martin Scorsese,7.8,Martin Scorsese,74.0,1942,0,69
Termites of 1938,Other,1938,tt0030842,nm0520419,Del Lord,4.8,Del Lord,214.0,1894,1970,44
Forsaking All Others,Drama,1934,tt0025132,nm0886754,W.S. Van Dyke,4.5,W.S. Van Dyke,80.0,1889,1943,45
A Taste of Blood,Horror,1967,tt0062345,nm0504496,Herschell Gordon Lewis,4.2,Herschell Gordon Lewis,38.0,1926,2016,41
Push,Drama,2009,tt0465580,nm0006476,Paul McGuigan,4.7,Paul McGuigan,47.0,1963,0,46
Angel,Drama,2007,tt0783767,nm0654830,François Ozon,4.2,François Ozon,46.0,1967,0,40
Interlude,Other,1968,tt0063136,nm0082543,Kevin Billington,4.6,Kevin Billington,39.0,1934,2021,34
The Reader,Drama,1988,tt0095511,nm0222545,Michel Deville,4.7,Michel Deville,32.0,1931,2023,57
The Double Life of Véronique,Drama,1991,tt0101765,nm0001425,Krzysztof Kieslowski,4.9,Krzysztof Kieslowski,53.0,1941,1996,50
Gisaku,Other,2005,tt0446701,nm0670152,Baltasar Pedrosa,4.2,Baltasar Pedrosa,58.0,1961,0,44
Prince Nezha's Triumph Against Dragon King,Other,1979,tt0354770,nm1328153,Shuchen Wang,4.8,Shuchen Wang,5.0,1931,1991,48
Mother,Family,1996,tt0117091,nm0000983,Albert Brooks,4.8,Albert Brooks,8.0,1947,0,49
It's a Date,Family,1940,tt0032644,nm0782682,William A. Seiter,4.5,William A. Seiter,219.0,1890,1964,50
The Singing Fool,Family,1928,tt0019388,nm0045800,Lloyd Bacon,4.7,Lloyd Bacon,129.0,1889,1955,39
Cry-Baby,Family,1990,tt0099329,nm0000691,John Waters,4.5,John Waters,19.0,1946,0,44
Engal Anna,Action/Adventure,2004,tt0396582,nm0796504,Siddique,4.3,Siddique,16.0,1962,2023,42
Night on Earth,Drama,1991,tt0102536,nm0000464,Jim Jarmusch,4.8,Jim Jarmusch,21.0,1953,0,38
Little Hiawatha,Other,1937,tt0029149,nm0359457,David Hand,4.6,David Hand,29.0,1900,1986,37
Four Sided Triangle,Fiction,1953,tt0045787,nm0279807,Terence Fisher,4.4,Terence Fisher,87.0,1904,1980,49
The Condemned,Drama,2007,tt0443473,nm0007045,Scott Wiper,4.6,Scott Wiper,7.0,1970,0,37
The Ringer,Family,2005,tt0267891,nm0087904,Barry W. Blaustein,4.6,Barry W. Blaustein,4.0,1955,0,50
"Sally, Irene and Mary",Drama,1925,tt0016309,nm0332539,Edmund Goulding,4.4,Edmund Goulding,33.0,1891,1959,34
Doraemon: Nobita and the Steel Troops,Other,1986,tt1147528,nm1167622,Tsutomu Shibayama,4.8,Tsutomu Shibayama,4314.0,1941,0,45
Half Angel,Other,1951,tt0043615,nm0757940,Richard Sale,4.6,Richard Sale,30.0,1911,1993,40
Wayne's World,Family,1992,tt0105793,nm0790715,Penelope Spheeris,4.9,Penelope Spheeris,38.0,1945,0,47
Elephant White,Action/Adventure,2011,tt1578882,nm1272773,Prachya Pinkaew,4.0,Prachya Pinkaew,12.0,1962,0,49
The Challenge,Action/Adventure,1982,tt0083726,nm0001239,John Frankenheimer,4.6,John Frankenheimer,113.0,1930,2002,52
Wives Under Suspicion,Drama,1938,tt0030981,nm0001843,James Whale,4.4,James Whale,24.0,1889,1957,49
Ambush Bay,Action/Adventure,1966,tt0060098,nm0935636,Ron Winston,4.3,Ron Winston,49.0,1932,1973,34
The Experiment,Drama,2010,tt0997152,nm0771228,Paul T. Scheuring,4.1,Paul T. Scheuring,3.0,1968,0,42
Edward and Caroline,Family,1951,tt0042429,nm0065442,Jacques Becker,4.7,Jacques Becker,16.0,1906,1960,45
Diary of a Wimpy Kid,Family,2010,tt1196141,nm0294457,Thor Freudenthal,4.7,Thor Freudenthal,54.0,1972,0,38
Sorority Babes in the Slimeball Bowl-O-Rama,Horror,1988,tt0096142,nm0213983,David DeCoteau,4.2,David DeCoteau,186.0,1962,0,26
Claudine,Drama,1974,tt0071334,nm0077587,John Berry,4.9,John Berry,33.0,1917,1999,57
The Three Faces of Eve,Drama,1957,tt0051077,nm0425913,Nunnally Johnson,5.2,Nunnally Johnson,8.0,1897,1977,60
Head Over Heels,Other,2001,tt0192111,nm0914132,Mark Waters,4.3,Mark Waters,27.0,1964,0,37
The Hunting Party,Drama,2007,tt0455782,nm0791672,Richard Shepard,4.6,Richard Shepard,67.0,1965,0,42
Manassinakkare,Drama,2003,tt0393452,nm0030791,Sathyan Anthikad,4.8,Sathyan Anthikad,57.0,1955,0,48
Born to Be Bad,Drama,1934,tt0024906,nm0792514,Lowell Sherman,4.5,Lowell Sherman,14.0,1888,1934,46
Sphinx,Other,1981,tt0083113,nm0769874,Franklin J. Schaffner,3.7,Franklin J. Schaffner,466.0,1920,1989,61
Jingle All the Way,Family,1996,tt0116705,nm0505152,Brian Levant,4.6,Brian Levant,43.0,1952,0,44
Panic in the Streets,Drama,1950,tt0042832,nm0001415,Elia Kazan,5.1,Elia Kazan,20.0,1909,2003,41
Line of Demarcation,Other,1966,tt0060630,nm0001031,Claude Chabrol,4.7,Claude Chabrol,86.0,1930,2010,36
Whispers and Moans,Drama,2007,tt1000158,nm0946875,Herman Yau,4.7,Herman Yau,74.0,1961,0,46
The Taking of Beverly Hills,Drama,1991,tt0105526,nm0002089,Sidney J. Furie,3.7,Sidney J. Furie,88.0,1933,0,58
The Human Vapor,Fiction,1960,tt0053853,nm0393094,Ishirô Honda,4.5,Ishirô Honda,74.0,1911,1993,49
The Story of Us,Drama,1999,tt0160916,nm0001661,Rob Reiner,4.6,Rob Reiner,29.0,1947,0,52
Twelve,Drama,2010,tt1407084,nm0001708,Joel Schumacher,4.4,Joel Schumacher,37.0,1939,2020,71
The Last Broadcast,Horror,1998,tt0122143,nm0042764,Stefan Avalos,4.4,Stefan Avalos,7.0,1968,0,30
Forbidden City Cop,Action/Adventure,1996,tt0116014,nm0159507,Stephen Chow,4.6,Stephen Chow,10.0,1962,0,34
Souls at Sea,Drama,1937,tt0029593,nm0368871,Henry Hathaway,4.6,Henry Hathaway,64.0,1898,1985,39
Monkey Businessmen,Other,1946,tt0038746,nm0076618,Edward Bernds,4.7,Edward Bernds,130.0,1905,2000,41
Kutsal Damacana,Other,2007,tt1092011,nm2753462,Kamil Aydin,4.3,Kamil Aydin,57.0,1969,0,38
Network,Drama,1976,tt0074958,nm0001486,Sidney Lumet,7.0,Sidney Lumet,154.0,1924,2011,52
Sweethearts,Other,1938,tt0030817,nm0886754,W.S. Van Dyke,4.9,W.S. Van Dyke,80.0,1889,1943,49
Stage Door,Drama,1937,tt0029604,nm0478441,Gregory La Cava,5.0,Gregory La Cava,166.0,1892,1952,45
The Mating of Millie,Family,1948,tt0040577,nm0505610,Henry Levin,4.7,Henry Levin,55.0,1909,1980,39
The Wizard of Gore,Horror,1970,tt0066578,nm0504496,Herschell Gordon Lewis,4.3,Herschell Gordon Lewis,38.0,1926,2016,44
Attack the Block,Horror,2011,tt1478964,nm0180428,Joe Cornish,4.3,Joe Cornish,16.0,1968,0,43
Chasing Amy,Drama,1997,tt0118842,nm0003620,Kevin Smith,4.9,Kevin Smith,42.0,1970,0,27
Born Lucky,Other,1933,tt0022706,nm0003836,Michael Powell,4.2,Michael Powell,58.0,1905,1990,28
Nightbreed,Horror,1990,tt0100260,nm0000850,Clive Barker,4.5,Clive Barker,8.0,1952,0,38
Live and Let Die,Drama,1973,tt0070328,nm0357891,Guy Hamilton,4.8,Guy Hamilton,27.0,1922,2016,51
Reefer Madness,Drama,1936,tt0028346,nm0309163,Louis J. Gasnier,3.9,Louis J. Gasnier,94.0,1875,1963,61
Giliap,Other,1975,tt0073045,nm0027815,Roy Andersson,4.5,Roy Andersson,23.0,1943,0,32
Ravager,Other,1997,tt0119984,nm0213798,James D. Deck,4.1,James D. Deck,4.0,1964,2020,33
Half Past Midnight,Action/Adventure,1948,tt0040414,nm0165493,William F. Claxton,4.4,William F. Claxton,295.0,1914,1996,34
Bouncing Babies,Other,1929,tt0019715,nm0569697,Robert F. McGowan,4.7,Robert F. McGowan,116.0,1882,1955,47
Swiss Family Robinson,Family,1960,tt0054357,nm0002175,Ken Annakin,4.9,Ken Annakin,57.0,1914,2009,46
Hope and Glory,Drama,1987,tt0093209,nm0000958,John Boorman,4.9,John Boorman,41.0,1933,0,54
Silent Running,Fiction,1972,tt0067756,nm0874320,Douglas Trumbull,4.5,Douglas Trumbull,12.0,1942,2022,30
La Selva de Fuego,Drama,1945,tt0038068,nm0297414,Fernando de Fuentes,4.6,Fernando de Fuentes,35.0,1894,1958,51
The Sainted Sisters,Other,1948,tt0040754,nm0751514,William D. Russell,4.5,William D. Russell,389.0,1908,1968,40
The Elephant in the Living Room,Other,2010,tt1111313,nm0916412,Michael Webber,4.7,Michael Webber,4.0,1970,0,40
The Seventh Cross,Drama,1944,tt0037263,nm0003593,Fred Zinnemann,4.4,Fred Zinnemann,44.0,1907,1997,37
Waterloo Bridge,Drama,1931,tt0022550,nm0001843,James Whale,4.7,James Whale,24.0,1889,1957,42
The Honeymoon Machine,Family,1961,tt0054989,nm0861703,Richard Thorpe,4.5,Richard Thorpe,178.0,1896,1991,65
Crosstalk,Drama,1982,tt0083771,nm0250856,Mark Egerton,4.4,Mark Egerton,2.0,1947,0,35
Witchboard,Horror,1986,tt0090327,nm0855107,Kevin Tenney,4.6,Kevin Tenney,16.0,1955,0,31
Krishnaveni,Other,1974,tt0370856,nm0710615,V. Madhusudan Rao,4.7,V. Madhusudan Rao,74.0,1917,2012,57
The Dead Pit,Horror,1989,tt0122037,nm0502577,Brett Leonard,4.3,Brett Leonard,25.0,1959,0,30
A Night to Dismember,Other,1983,tt0126527,nm0822555,Doris Wishman,3.9,Doris Wishman,29.0,1912,2002,71
Amigo,Drama,2010,tt1562847,nm0000626,John Sayles,4.5,John Sayles,19.0,1950,0,60
Vagabond,Drama,1985,tt0089960,nm0889513,Agnès Varda,4.8,Agnès Varda,63.0,1928,2019,57
The Brass Bottle,Family,1964,tt0057897,nm0445650,Harry Keller,4.5,Harry Keller,113.0,1913,1987,51
North to Alaska,Action/Adventure,1960,tt0054127,nm0368871,Henry Hathaway,4.8,Henry Hathaway,64.0,1898,1985,62
As It Is in Heaven,Family,2004,tt0382330,nm0689392,Kay Pollak,4.8,Kay Pollak,14.0,1938,0,66
"Thank You, Mr. Moto",Drama,1937,tt0029648,nm0287988,Norman Foster,4.6,Norman Foster,132.0,1903,1976,34
Behind Enemy Lines,Drama,2001,tt0159273,nm0601382,John Moore,4.7,John Moore,13.0,1970,0,31
I Love You,Other,1981,tt0082343,nm0413020,Arnaldo Jabor,4.5,Arnaldo Jabor,11.0,1940,2022,41
Konservy,Other,2007,tt0956299,nm0464847,Egor Konchalovskiy,4.0,Egor Konchalovskiy,12.0,1966,0,41
About Her Brother,Drama,2010,tt1345834,nm0945282,Yôji Yamada,4.9,Yôji Yamada,91.0,1931,0,79
Samurai Fiction,Action/Adventure,1998,tt0170544,nm0620294,Hiroyuki Nakano,4.7,Hiroyuki Nakano,11.0,1958,0,40
